ID,ID_клиента,фамилия,кредитный_рейтинг,город,пол,возраст,стаж_в_банке,баланс_депозита,число_продуктов,есть_кредитка,активный_клиент,оценочная_зарплата,ушел_из_банка
334,15795519,Тестов704,607,Астана,Male,63,10,,1,1,0,59865.04,1
335,15668971,Тестов725,678,Алматы,Female,33,2,,2,1,0,80701.72,0
336,15796370,Тестов40,729,Алматы,Male,41,3,,2,1,0,152733.89,0
337,15671351,Тестов488,586,Алматы,Male,48,5,,1,1,0,113697.75,1
338,15766378,Тестов821,684,Алматы,Female,32,9,,2,1,0,54871.02,0
339,15667971,Тестов349,671,Атырау,Male,49,10,123974.96,2,1,1,127059.04,0
340,15789413,Тестов177,635,Алматы,Female,40,6,,2,0,0,172618.52,0
341,15662483,Тестов39,745,Астана,Male,32,6,137060.88,1,1,1,173952.5,0
342,15736228,Тестов138,554,Астана,Male,31,6,,2,1,0,72849.29,1
343,15687540,Тестов309,579,Астана,Female,31,1,,2,1,0,180427.24,0
344,15775750,Тестов385,699,Алматы,Female,55,8,,3,1,0,104769.94,1
345,15641794,Тестов377,545,Алматы,Male,40,6,,1,1,1,160976.85,0
346,15689786,Тестов512,628,Атырау,Female,36,9,121898.58,1,1,0,151623.91,0
347,15750141,Тестов546,724,Алматы,Male,38,0,,2,0,1,38798.79,0
348,15644400,Тестов569,648,Астана,Female,41,2,,2,1,1,65801.44,0
349,15697028,Тестов602,531,Астана,Female,39,8,,2,1,1,141501.45,0
350,15808849,Тестов655,727,Алматы,Female,44,7,,1,1,0,183421.76,0
351,15793331,Оразбеков,528,Астана,Female,34,8,,2,1,1,27330.59,0
352,15788448,Тестов793,609,Астана,Male,33,3,,2,1,1,53581.14,0
353,15772892,Тестов770,771,Алматы,Female,31,4,,2,1,1,169894.4,0
354,15673877,Тестов620,757,Алматы,Female,30,8,148897.07,1,1,0,143859.66,0
355,15790829,Тестов665,669,Атырау,Male,42,9,125689.29,2,1,0,171709.66,0
356,15601172,Тестов350,639,Алматы,Male,39,9,,1,0,0,173617.09,0
357,15668058,Тестов763,686,Астана,Male,40,8,,2,1,1,160976.93,1
358,15697035,Тестов635,676,Алматы,Male,30,8,,2,1,1,138536.09,0
359,15663438,Тестов269,646,Атырау,Male,35,5,81589.04,1,1,0,131249.62,0
360,15693637,Мухамеджанов,699,Атырау,Male,42,3,108916.58,1,0,0,110498.1,1
361,15665590,Тестов84,565,Атырау,Female,45,7,113599.42,1,1,1,76582.95,1
362,15588517,Тестов42,678,Алматы,Male,38,1,,2,0,0,157891.86,0
363,15619360,Тестов255,752,Алматы,Male,38,5,,1,1,1,176943.59,0
364,15781975,Тестов751,833,Алматы,Female,44,1,167795.6,1,1,0,198269.08,1
365,15757310,Бекмурзаев,708,Алматы,Male,41,9,,2,1,0,97939.4,0
366,15801994,Тестов421,707,Астана,Female,42,4,147963.07,1,1,0,136985.08,0
367,15581326,Тестов416,724,Алматы,Female,34,2,,2,1,1,93073.06,0
368,15636238,Тестов391,611,Алматы,Female,32,3,,2,1,0,148727.42,0
369,15752508,Тестов458,724,Алматы,Female,38,6,,1,0,0,167984.61,0
370,15605918,Тестов625,718,Атырау,Male,35,2,97440.06,2,1,1,109496.69,0
371,15596939,Тестов123,545,Алматы,Female,29,8,,1,1,1,164741.81,0
372,15598892,Тестов683,777,Алматы,Male,54,2,145537.21,1,0,0,131629.82,1
373,15682443,Тестов75,733,Алматы,Female,66,1,,2,1,1,123587.85,0
374,15690647,Тестов226,686,Алматы,Male,31,10,,1,0,0,141023.01,0
375,15651883,Тестов619,595,Алматы,Male,31,8,,2,0,1,160948.87,0
376,15652674,Тестов469,685,Атырау,Male,41,6,141434.04,2,1,0,35342.33,0
377,15583392,Тестов827,837,Алматы,Male,34,8,160515.37,1,1,1,1557802.42,0
378,15670481,Тестов334,644,Атырау,Female,33,4,104088.19,2,1,1,90280.4,0
379,15647453,Тестов112,667,Атырау,Female,45,1,129307.77,2,1,0,116471.43,1
380,15709917,Тестов245,661,Алматы,Male,33,3,,1,1,1,51695.41,0
381,15806926,Тестов711,648,Астана,Male,43,9,,2,1,1,106920.57,0
382,15676521,Тестов222,682,Алматы,Female,35,5,,2,1,1,121151.1,0
383,15753877,Тестов569,498,Атырау,Male,55,3,117301.66,1,1,0,18761.92,1
384,15694566,Тестов537,678,Алматы,Female,40,7,,2,1,1,156048.64,0
385,15648800,Тестов699,561,Алматы,Female,30,6,,2,1,1,136610.02,0
386,15668958,Тестов55,641,Астана,Female,31,9,,1,0,1,98612.78,0
387,15758025,Тестов95,646,Алматы,Female,44,8,117799.28,1,0,1,141446.01,1
388,15600174,Тестов246,681,Алматы,Male,37,2,137148.68,1,1,1,77326.78,0
389,15577178,Тестов371,712,Астана,Male,29,4,,2,1,0,173486.39,0
390,15756625,Тестов702,556,Астана,Female,43,3,,1,1,1,128892.66,0
391,15592300,Тестов264,529,Алматы,Female,34,7,,2,1,0,126355.8,0
392,15682448,Тестов278,738,Алматы,Male,39,3,,2,1,0,181224.56,0
393,15668767,Тестов824,577,Астана,Male,42,10,,2,1,1,182038.6,0
394,15756475,Тестов655,591,Алматы,Female,40,10,98800,1,1,1,59559.81,1
395,15766378,Тестов640,699,Атырау,Female,34,7,100431.84,1,1,0,170563.73,0
396,15600965,Тестов89,678,Астана,Male,36,5,,1,1,0,93439.75,0
397,15758021,Тестов804,616,Атырау,Female,24,5,137780.74,1,1,0,120853.85,0
398,15583595,Тестов153,682,Астана,Female,35,1,,1,1,1,182055.36,0
399,15641733,Тестов561,711,Алматы,Female,40,9,,2,1,0,71862.79,0
400,15627232,Тестов391,679,Атырау,Male,66,2,116968.91,1,1,1,100995.68,0
401,15782454,Тестов735,663,Алматы,Female,37,7,,2,1,0,151623.91,0
402,15667944,Тестов599,701,Алматы,Male,39,5,,2,1,1,176902.83,0
403,15770101,Тестов797,714,Алматы,Female,42,3,120905.03,1,1,1,153604.44,0
404,15670354,Тестов384,653,Атырау,Female,44,1,115301.31,4,1,0,183572.39,1
405,15652999,Тестов484,710,Астана,Female,44,4,,2,1,0,82709.8,0
406,15771550,Тестов156,593,Атырау,Female,62,3,123331.36,2,1,1,149575.59,0
407,15592326,Тестов726,639,Астана,Male,29,6,96471.3,1,1,1,139049.24,0
408,15656484,Тестов127,561,Алматы,Female,31,4,,1,1,0,100615.14,1
409,15740356,Тестов560,678,Алматы,Female,41,3,,2,1,0,159830.58,0
410,15588928,Тестов344,584,Астана,Male,38,5,,2,1,1,125083.29,0
411,15794849,Тестов597,637,Астана,Male,36,3,,2,1,1,158268.84,0
412,15684592,Тестов527,678,Алматы,Male,26,3,,2,1,1,91943.94,0
413,15780498,Тестов297,642,Алматы,Male,35,6,,2,1,0,145769.3,0
414,15573971,Тестов415,707,Алматы,Female,28,4,100829.94,1,1,0,107948.72,0
415,15681446,Тестов308,679,Алматы,Female,42,2,,2,1,1,199808.1,0
416,15586970,Тестов176,634,Алматы,Male,30,3,,2,1,1,136886.86,0
417,15647842,Тестов539,719,Алматы,Male,36,4,,2,1,1,56780.97,0
418,15677908,Тестов349,635,Атырау,Female,32,9,139756.15,1,1,1,92888.52,0
419,15775318,Тестов528,712,Алматы,Male,44,7,,1,1,1,106761.47,0
420,15794895,Тестов603,757,Алматы,Female,44,10,,1,1,0,9983.88,0
421,15690164,Тестов276,613,Атырау,Male,42,1,121513.31,1,0,0,171060.01,0
422,15779738,Тестов432,613,Астана,Male,37,4,,2,1,0,109291.39,0
423,15674950,Тестов779,746,Астана,Female,52,5,,1,1,0,54474.48,1
424,15773487,Тестов715,684,Алматы,Male,41,8,,1,0,0,44335.54,0
425,15678944,Тестов521,571,Алматы,Female,40,1,91301.72,1,1,0,58974,0
426,15616471,Тестов638,749,Алматы,Male,36,8,,2,0,0,140941.47,0
427,15790829,Тестов649,714,Астана,Male,40,7,127675.39,1,0,0,166692.65,0
428,15603665,Тестов631,756,Алматы,Female,34,4,,2,1,1,60584.33,0
429,15705034,Тестов654,614,Атырау,Female,48,3,100549.43,1,0,1,67940.59,1
430,15794566,Тестов384,738,Алматы,Female,26,3,,2,1,1,93901.61,0
431,15731865,Тестов742,624,Астана,Male,47,5,,1,1,1,82647.65,1
432,15781689,Тестов365,748,Алматы,Male,52,5,,1,1,1,113096.41,0
433,15675320,Тестов785,516,Астана,Male,38,5,109196.67,1,1,1,86937.2,0
434,15732621,Тестов464,601,Алматы,Male,31,7,,2,1,1,154491.39,0
435,15592761,Тестов830,773,Алматы,Female,39,10,,2,1,0,77864.41,0
436,15752626,Тестов227,614,Алматы,Female,48,1,,1,1,0,131646.31,1
437,15585287,Тестов322,641,Алматы,Male,44,7,,2,1,0,131301.74,0
438,15758775,Тестов825,648,Алматы,Male,39,5,,2,1,1,1710.89,0
439,15781534,Тестов502,659,Атырау,Male,33,2,157731.6,2,0,0,41967.03,0
440,15593959,Тестов666,715,Алматы,Male,43,3,,1,1,0,176750.81,1
441,15686963,Тестов228,674,Алматы,Male,39,2,,2,0,0,50899.91,0
442,15655574,Тестов771,739,Алматы,Female,35,2,,2,1,1,171378.77,0
443,15624592,Тестов254,683,Атырау,Male,35,2,186788.96,2,1,1,102628.98,0
444,15750658,Тестов472,679,Алматы,Male,33,1,134760.21,1,1,1,180962.32,0
445,15699796,Тестов549,577,Атырау,Male,30,5,127763.24,2,1,0,151335.24,1
446,15643658,Тестов521,724,Атырау,Female,38,5,123845.36,1,1,1,143668.44,0
447,15660147,Тестов105,560,Алматы,Female,51,2,152390.29,4,1,0,58854.88,1
448,15791040,Тестов67,639,Атырау,Female,38,0,138317.87,2,1,0,49684.09,0
449,15787655,Тестов670,602,Астана,Female,44,5,,2,1,1,110273.84,0
450,15798975,Тестов396,739,Алматы,Male,41,8,131390.75,1,1,0,135635.75,0
451,15586680,Тестов400,716,Алматы,Male,38,4,143396.54,1,1,0,111241.37,0
452,15806918,Тестов388,835,Алматы,Male,51,3,,1,1,0,151902.78,1
453,15669611,Тестов170,584,Атырау,Male,36,7,127818.52,1,1,1,123880.19,0
454,15783030,Тестов72,699,Атырау,Female,40,2,131691.33,1,1,0,60584.33,1
455,15664793,Тестов64,593,Алматы,Male,23,6,,2,1,1,171070.44,0
456,15571284,Тестов685,627,Алматы,Male,31,5,,2,1,1,178291.09,0
457,15748595,Тестов349,796,Алматы,Female,40,6,124978.19,1,0,0,149913.84,0
458,15586624,Тестов306,674,Алматы,Male,44,2,,2,0,1,102908.91,0
459,15778861,Тестов733,619,Алматы,Female,42,9,,2,1,0,115800.1,0
460,15662751,Тестов418,578,Алматы,Male,33,9,,2,0,0,47880.71,0
461,15714240,Тестов57,577,Алматы,Female,47,9,,1,1,1,143913.38,1
462,15720354,Тестов556,554,Астана,Female,40,1,,2,1,1,174435.48,0
463,15654772,Тестов117,648,Астана,Male,30,2,,2,1,0,38190.78,0
464,15600700,Тестов635,638,Алматы,Female,31,6,,2,1,1,121562.33,0
465,15604536,Турганбаев,577,Алматы,Female,32,2,,1,0,1,171482.56,1
466,15642570,Тестов659,695,Астана,Female,36,4,141788.63,1,1,1,4389.4,0
467,15715199,Тестов738,685,Атырау,Male,43,3,161450.04,2,0,0,64448.36,0
468,15607748,Тестов58,730,Астана,Female,32,5,98955.84,1,1,1,93876.75,0
469,15771674,Тестов357,850,Алматы,Male,33,4,,2,1,0,93718.45,0
470,15585067,Тестов505,611,Алматы,Female,48,9,,1,1,0,135635.75,1
471,15586522,Тестов275,651,Астана,Female,36,1,,1,1,0,186418.85,1
472,15581893,Тестов332,663,Астана,Female,31,8,,2,1,0,105898.79,0
473,15768006,Тестов46,583,Астана,Female,38,5,69301.87,1,1,1,78702.98,0
474,15799031,Тестов305,763,Алматы,Male,40,5,,2,1,0,145796.49,0
475,15788068,Тестов559,602,Алматы,Female,42,2,121254.46,1,1,1,145894.9,0
476,15780359,Тестов644,632,Алматы,Female,40,6,,1,1,0,145523.31,0
477,15701765,Тестов320,684,Алматы,Male,49,1,111096.91,1,1,0,161668.15,0
478,15775892,Тестов500,543,Астана,Female,39,8,,2,1,1,86937.2,0
479,15652700,Тестов400,663,Алматы,Male,31,1,,2,1,1,64443.75,0
480,15701354,Тестов547,635,Атырау,Male,32,7,119714.25,2,1,1,140800.66,0
481,15637240,Кабдулов,683,Астана,Male,38,9,,2,1,1,142331.85,0
482,15611157,Тестов136,718,Алматы,Male,34,7,,2,1,1,180427.24,0
483,15787035,Тестов191,629,Алматы,Female,34,7,,1,1,1,52856.88,0
484,15685500,Тестов294,753,Алматы,Female,64,1,,1,0,1,159418.1,1
485,15672467,Тестов386,748,Алматы,Male,42,1,154863.15,1,0,0,174800.31,0
486,15803689,Тестов113,676,Астана,Female,34,7,,2,0,0,132734.87,0
487,15800326,Тестов466,543,Алматы,Male,36,4,,2,1,0,84710.65,0
488,15678727,Тестов505,567,Алматы,Female,30,1,,2,1,0,183572.39,0
489,15732644,Тестов26,576,Алматы,Male,28,5,,2,1,0,140941.47,0
490,15652667,Тестов621,714,Атырау,Male,40,3,132876.93,1,1,1,121797.14,0
491,15676539,Тестов132,591,Алматы,Female,39,4,,2,1,0,140780.8,0
492,15690540,Тестов514,571,Алматы,Male,61,6,,1,1,0,88965.46,1
493,15677522,Тестов758,586,Астана,Male,31,1,,1,1,0,86920.97,0
494,15729246,Тестов753,575,Алматы,Male,36,2,116695.27,1,1,0,146785.44,0
495,15661723,Тестов401,781,Алматы,Male,30,3,,2,1,1,93629.66,0
496,15685826,Тестов325,725,Алматы,Male,28,7,,2,0,1,3830.59,0
497,15592937,Тестов787,569,Алматы,Female,52,10,,1,0,1,170818.01,1
498,15775709,Тестов272,629,Алматы,Female,35,7,114023.64,1,0,1,189175.71,0
499,15798894,Тестов677,637,Алматы,Male,39,5,,2,1,0,86619.77,0
500,15643048,Тестов221,597,Алматы,Female,28,3,,2,1,1,164924.11,0
501,15681332,Тестов574,602,Алматы,Male,31,10,,2,0,0,54019.93,0
502,15634310,Тестов387,612,Алматы,Male,31,5,138881.04,1,1,0,132973.17,0
503,15766575,Тестов312,605,Алматы,Male,56,8,,2,0,1,180942.35,0
504,15806467,Тестов749,590,Алматы,Female,31,4,,1,1,0,83084.33,0
505,15790757,Тестов177,628,Атырау,Male,51,8,123067.63,1,1,0,77511.45,1
506,15732740,Тестов456,638,Алматы,Male,40,3,,2,1,1,160129.99,0
507,15574795,Тестов665,615,Атырау,Male,41,10,114493.48,1,1,0,158616.81,1
508,15771580,Тестов142,675,Астана,Male,59,7,175739.26,1,0,1,115262.54,1
509,15608595,Тестов435,703,Атырау,Male,44,7,144880.34,1,1,1,16081.62,0
510,15676937,Тестов139,526,Алматы,Female,44,5,,1,0,0,175749.36,1
511,15609526,Тестов514,682,Алматы,Male,28,5,,2,1,1,80178.54,0
512,15622454,Тестов654,703,Алматы,Female,42,5,,1,1,1,62389.35,0
513,15743545,Тестов301,749,Астана,Female,62,5,,1,0,0,69113.14,1
514,15652674,Тестов592,637,Алматы,Male,32,4,,2,1,1,52337.97,0
515,15632051,Тестов402,665,Алматы,Male,23,3,,2,1,1,135925.72,0
516,15769346,Тестов513,599,Алматы,Female,39,4,,2,0,1,100995.68,0
517,15769783,Тестов42,694,Алматы,Male,29,8,132739.26,1,1,0,79577.38,0
518,15661830,Тестов403,632,Алматы,Male,41,2,,2,1,0,121151.1,0
519,15571917,Тестов623,593,Алматы,Female,34,5,,2,1,1,73881.68,0
520,15597957,Тестов390,672,Атырау,Female,35,2,98488.08,3,1,0,61312.15,1
521,15777743,Тестов378,488,Алматы,Male,35,6,106920.91,1,0,0,138527.56,0
522,15757588,Тестов347,613,Алматы,Male,43,2,,2,0,1,183536.24,0
523,15771580,Тестов256,559,Алматы,Female,27,3,,2,0,0,97734.3,0
524,15605916,Тестов294,592,Алматы,Female,32,6,,2,1,1,78896.59,0
525,15717286,Тестов316,751,Алматы,Male,38,9,,2,1,0,51907.72,0
526,15677243,Тестов773,614,Алматы,Male,38,7,106431.97,1,1,0,90553.87,1
527,15682533,Тестов649,758,Астана,Female,31,1,,1,1,0,50368.63,0
528,15617807,Тестов551,596,Алматы,Male,33,9,,2,0,0,89048.46,0
529,15602551,Тестов274,694,Алматы,Female,33,0,123835.52,1,1,0,160546.58,0
530,15794345,Тестов587,675,Алматы,Male,32,3,,2,1,0,140137.17,0
531,15783338,Тестов195,682,Алматы,Female,47,2,,1,1,0,479.54,1
532,15605425,Тестов219,754,Алматы,Male,53,3,81231.85,1,0,1,132029.95,1
533,15625023,Тестов79,642,Астана,Male,38,1,,2,1,1,111307.98,0
534,15641585,Тестов528,594,Алматы,Male,31,5,,2,1,0,127939.19,0
535,15643966,Тестов68,738,Астана,Female,33,4,,2,0,1,54409.48,0
536,15651389,Тестов557,667,Алматы,Male,41,1,,2,0,1,146738.82,0
537,15652266,Тестов252,597,Алматы,Female,32,7,,2,1,1,81251.24,0
538,15709368,Тестов339,621,Алматы,Male,39,1,131283.11,1,0,0,60905.51,1
539,15723169,Тестов754,540,Алматы,Male,30,5,,1,1,1,148564.76,0
540,15726487,Тестов140,670,Алматы,Male,37,2,,2,1,0,124550.88,0
541,15779059,Тестов604,531,Атырау,Male,61,1,117153,1,1,1,173464.43,1
542,15804919,Тестов535,583,Астана,Male,35,6,,2,1,0,173498.45,0
543,15758513,Тестов700,705,Астана,Female,31,0,,2,1,0,72008.61,0
544,15594556,Тестов44,508,Астана,Female,29,2,,2,1,1,123587.83,0
545,15703979,Тестов69,661,Атырау,Female,31,9,124095.69,2,1,1,145562.4,0
546,15768104,Тестов73,850,Атырау,Female,48,6,106901.42,1,1,0,176882.08,1
547,15765487,Тестов63,699,Астана,Male,31,2,,2,1,0,127734.24,0
548,15682541,Тестов245,571,Алматы,Female,31,8,,1,1,1,174360.66,0
549,15576644,Тестов829,634,Алматы,Male,51,9,,1,1,0,157871.55,1
550,15723856,Тестов467,583,Астана,Male,51,5,,1,1,1,125256.53,1
551,15582792,Тестов58,590,Астана,Male,31,4,,2,1,0,124489.88,0
552,15743545,Тестов639,560,Алматы,Male,39,9,123935.14,1,1,1,15650.89,0
553,15634310,Тестов773,622,Алматы,Female,27,2,,2,0,1,88947.56,0
554,15677049,Тестов410,531,Алматы,Female,44,1,122917.71,1,1,1,168886.39,0
555,15746012,Тестов70,613,Атырау,Female,29,9,134950.19,2,1,0,124874.23,0
556,15687946,Тестов831,584,Алматы,Male,26,4,,2,1,1,117572.59,0
557,15792525,Тестов654,710,Алматы,Female,30,2,115924.89,2,1,0,63736.17,0
558,15673591,Тестов782,733,Алматы,Male,46,6,,1,1,0,125912.77,1
559,15783029,Тестов298,521,Алматы,Female,48,0,,1,1,0,80178.54,1
560,15627212,Тестов86,597,Алматы,Female,47,5,130170.82,1,0,0,126812.63,0
561,15668894,Тестов490,646,Атырау,Male,34,3,136674.52,2,1,1,136674.48,0
562,15676909,Тестов635,687,Астана,Male,58,6,,2,1,1,116977.89,0
563,15754577,Тестов782,718,Астана,Female,46,6,,1,1,0,116696.77,1
564,15605737,Тестов659,613,Алматы,Male,27,1,,2,1,1,88890.05,0
565,15762048,Тестов637,718,Атырау,Male,30,5,137657.25,1,1,1,35671.45,0
566,15679642,Тестов751,579,Астана,Male,34,8,,1,1,0,91943.94,0
567,15597900,Тестов810,662,Алматы,Female,34,5,,1,1,1,128882.66,1
568,15602845,Тестов193,699,Атырау,Female,40,9,143628.22,1,1,0,158043.11,0
569,15769917,Тестов331,778,Алматы,Female,37,8,,2,1,0,152992.04,0
570,15774551,Тестов283,619,Алматы,Male,27,1,120711.73,1,1,1,102930.46,0
